total,untranslated,needReview,translated,approved,rejected,translatedOnly,fuzzy,unit,locale,lastTranslated,project,version/iteration
112,112,0,0,0,0,0,0,MESSAGE,kw,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kw,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kw-GB,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kw-GB,,ibus-table,master
112,96,0,16,0,0,16,0,MESSAGE,cs,11/09/17 08:33 by zdenek,ibus-table,master
841,822,0,19,0,0,19,0,WORD,cs,11/09/17 08:33 by zdenek,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,da,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,da,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,nl,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,nl,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,en-GB,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,en-GB,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,eo,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,eo,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,et,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,et,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,fi,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,fi,,ibus-table,master
112,55,17,40,0,0,40,17,MESSAGE,fr,30/08/16 02:14 by jibecfed,ibus-table,master
841,668,69,104,0,0,104,69,WORD,fr,30/08/16 02:14 by jibecfed,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,gl,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,gl,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ka,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ka,,ibus-table,master
112,0,0,112,0,0,112,0,MESSAGE,de,16/01/17 02:19 by mfabian,ibus-table,master
841,0,0,841,0,0,841,0,WORD,de,16/01/17 02:19 by mfabian,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,el,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,el,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,gu,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,gu,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,he,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,he,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,hi,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,hi,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,hu,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,hu,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,is,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,is,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,id,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,id,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ia,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ia,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,it,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,it,,ibus-table,master
112,102,0,10,0,0,10,0,MESSAGE,ja,15/08/15 03:33 by sujiniku,ibus-table,master
841,825,0,16,0,0,16,0,WORD,ja,15/08/15 03:33 by sujiniku,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kn,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kn,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kk,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kk,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,km,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,km,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ky,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ky,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ko,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ko,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,lt,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,lt,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,nds,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,nds,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,mk,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,mk,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,mai,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,mai,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ms,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ms,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ml,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ml,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,mr,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,mr,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,mn,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,mn,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ne,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ne,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,nb,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,nb,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,nn,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,nn,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,or,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,or,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,pa,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,pa,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,fa,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,fa,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,pl,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,pl,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,pt,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,pt,,ibus-table,master
112,100,0,12,0,0,12,0,MESSAGE,pt-BR,29/01/17 21:55 by rodrigodearaujo,ibus-table,master
841,820,0,21,0,0,21,0,WORD,pt-BR,29/01/17 21:55 by rodrigodearaujo,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ro,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ro,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ru,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ru,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,sr,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,sr,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,sr@latin,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,sr@latin,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,si,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,si,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,sk,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,sk,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,sl,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,sl,,ibus-table,master
112,0,0,112,0,0,112,0,MESSAGE,es,05/03/17 05:57 by lonemadmax,ibus-table,master
841,0,0,841,0,0,841,0,WORD,es,05/03/17 05:57 by lonemadmax,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,sv,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,sv,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,tg,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,tg,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ta,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ta,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,te,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,te,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,bo,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,bo,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,tr,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,tr,,ibus-table,master
112,0,0,112,0,0,112,0,MESSAGE,uk,01/09/16 12:49 by yurchor,ibus-table,master
841,0,0,841,0,0,841,0,WORD,uk,01/09/16 12:49 by yurchor,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ur,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ur,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,wba,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,wba,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,cy,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,cy,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,lv,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,lv,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kw@uccor,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kw@uccor,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kw@kkcor,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kw@kkcor,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,af,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,af,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,am,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,am,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,be,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,be,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,hr,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,hr,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,de-CH,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,de-CH,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,th,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,th,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,vi,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,vi,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,zu,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,zu,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ilo,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ilo,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,nso,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,nso,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,tw,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,tw,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,yo,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,yo,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,anp,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,anp,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,ga,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,ga,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,my,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,my,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,fur,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,fur,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,fil,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,fil,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,gd,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,gd,,ibus-table,master
112,112,0,0,0,0,0,0,MESSAGE,kdt,,ibus-table,master
841,841,0,0,0,0,0,0,WORD,kdt,,ibus-table,master
567,567,0,0,0,0,0,0,MESSAGE,sq,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sq,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ar,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ar,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,as,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,as,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ast,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ast,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bal,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bal,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,eu,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,eu,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bn,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bn,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bn-IN,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bn-IN,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,brx,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,brx,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bs,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bs,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,br,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,br,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bg,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bg,,osinfo-db,master
567,18,0,549,0,0,549,0,MESSAGE,ca,18/09/18 06:40 by rbuj,osinfo-db,master
1780,69,0,1711,0,0,1711,0,WORD,ca,18/09/18 06:40 by rbuj,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,zh-CN,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,zh-CN,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,zh-HK,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,zh-HK,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,zh-TW,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,zh-TW,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kw,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kw,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kw-GB,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kw-GB,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,cs,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,cs,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,da,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,da,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,nl,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,nl,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,en-GB,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,en-GB,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,eo,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,eo,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,et,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,et,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,fi,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,fi,,osinfo-db,master
567,92,0,475,0,0,475,0,MESSAGE,fr,04/01/17 17:37 by jfenal,osinfo-db,master
1780,313,0,1467,0,0,1467,0,WORD,fr,04/01/17 17:37 by jfenal,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,gl,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,gl,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ka,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ka,,osinfo-db,master
567,281,18,268,0,0,268,18,MESSAGE,de,07/10/16 08:09 by berrange,osinfo-db,master
1780,886,65,829,0,0,829,65,WORD,de,07/10/16 08:09 by berrange,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,el,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,el,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,gu,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,gu,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,he,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,he,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,hi,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,hi,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,hu,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,hu,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,is,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,is,,osinfo-db,master
567,92,0,475,0,0,475,0,MESSAGE,id,24/07/17 02:12 by andika,osinfo-db,master
1780,313,0,1467,0,0,1467,0,WORD,id,24/07/17 02:12 by andika,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ia,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ia,,osinfo-db,master
567,0,0,567,0,0,567,0,MESSAGE,it,21/02/19 08:17 by milo,osinfo-db,master
1780,0,0,1780,0,0,1780,0,WORD,it,21/02/19 08:17 by milo,osinfo-db,master
567,281,18,268,0,0,268,18,MESSAGE,ja,07/10/16 08:12 by berrange,osinfo-db,master
1780,886,65,829,0,0,829,65,WORD,ja,07/10/16 08:12 by berrange,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kn,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kn,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kk,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kk,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,km,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,km,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ky,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ky,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ko,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ko,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,lt,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,lt,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,nds,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,nds,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,mk,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,mk,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,mai,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,mai,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ms,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ms,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ml,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ml,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,mr,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,mr,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,mn,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,mn,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ne,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ne,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,nb,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,nb,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,nn,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,nn,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,or,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,or,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,pa,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,pa,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,fa,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,fa,,osinfo-db,master
567,0,0,567,0,0,567,0,MESSAGE,pl,05/09/18 15:52 by piotrdrag,osinfo-db,master
1780,0,0,1780,0,0,1780,0,WORD,pl,05/09/18 15:52 by piotrdrag,osinfo-db,master
567,542,0,25,0,0,25,0,MESSAGE,pt,29/01/17 22:08 by rodrigodearaujo,osinfo-db,master
1780,1723,0,57,0,0,57,0,WORD,pt,29/01/17 22:08 by rodrigodearaujo,osinfo-db,master
567,183,22,362,0,0,362,22,MESSAGE,pt-BR,07/10/16 08:18 by berrange,osinfo-db,master
1780,618,86,1076,0,0,1076,86,WORD,pt-BR,07/10/16 08:18 by berrange,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ro,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ro,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ru,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ru,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,sr,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sr,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,sr@latin,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sr@latin,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,si,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,si,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,sk,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sk,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,sl,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sl,,osinfo-db,master
567,55,0,512,0,0,512,0,MESSAGE,es,22/05/18 08:54 by lonemadmax,osinfo-db,master
1780,185,0,1595,0,0,1595,0,WORD,es,22/05/18 08:54 by lonemadmax,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,sv,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,sv,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,tg,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,tg,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ta,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ta,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,te,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,te,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,bo,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,bo,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,tr,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,tr,,osinfo-db,master
567,0,0,567,0,0,567,0,MESSAGE,uk,06/09/18 16:13 by yurchor,osinfo-db,master
1780,0,0,1780,0,0,1780,0,WORD,uk,06/09/18 16:13 by yurchor,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,ur,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,ur,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,wba,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,wba,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,cy,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,cy,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,lv,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,lv,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kw@uccor,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kw@uccor,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,kw@kkcor,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,kw@kkcor,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,af,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,af,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,am,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,am,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,be,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,be,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,hr,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,hr,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,de-CH,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,de-CH,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,th,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,th,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,vi,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,vi,,osinfo-db,master
567,567,0,0,0,0,0,0,MESSAGE,zu,,osinfo-db,master
1780,1780,0,0,0,0,0,0,WORD,zu,,osinfo-db,master
